FireId,Org,Region,UNIT_ID,UnitName,FIRE_YEAR,FIRE_NUM,FireCode,FIRE_NAME,FirePrType,CauseCat,Owner,OrAccuracy,LocMethod,LatNAD83,LongNAD83,StartDate,InitAtDate,ContainedDate,ContainedAcres,ContrDate,ContrAcres,OutDate,WUI,IntersectFuels,AddedtoNFPORS,NFPORSNum,CompCode
230068,NPS,SERO,FLEVP,Everglades National Park,1971,1001,,LAST DAY F,11,Human,3,,,25.368935,-80.725452,19710103,19710103,,,19710103,120,19710103,,,,,Incomplete
230069,NPS,SERO,FLEVP,Everglades National Park,1971,1002,,PHILS FOLL,11,Human,3,,,25.655979,-80.501382,19710109,19710109,,,19710109,26,19710109,,,,,Incomplete
230070,NPS,SERO,FLEVP,Everglades National Park,1971,1003,,N 1/3 SHAR,11,Human,3,,,,,19710217,19710217,,,19710217,26,19710217,,,,,Incomplete
230071,NPS,SERO,FLEVP,Everglades National Park,1971,1004,,IRON POT T,49,Human,3,,,,,19710701,19710701,,,19710701,2400,19710701,,,,,Incomplete
230072,NPS,SERO,FLEVP,Everglades National Park,1971,1005,,SMOOL JOE,11,Human,3,,,25.552365,-80.577624,19710211,19710211,,,19710211,2100,19710211,,,,,Incomplete
230073,NPS,SERO,FLEVP,Everglades National Park,1971,1006,,LAST CHANC,11,Human,3,,,25.579655,-80.558818,19710216,19710216,,,19710216,1600,19710216,,,,,Incomplete
230074,NPS,SERO,FLEVP,Everglades National Park,1971,1007,,MIDDLE 1/3,49,Human,3,,,,,19710701,19710701,,,19710701,0.1,19710701,,,,,Incomplete
230075,NPS,SERO,FLEVP,Everglades National Park,1971,1008,,POLACKS FI,11,Human,3,,,25.759413,-80.589763,19710314,19710314,,,19710314,25,19710314,,,,,Incomplete
230076,NPS,SERO,FLEVP,Everglades National Park,1971,1009,,TRAINEE,11,Human,3,,,25.631146,-80.533799,19710318,19710318,,,19710318,390,19710318,,,,,Incomplete
230077,NPS,SERO,FLEVP,Everglades National Park,1971,1010,,POWDER KEG,11,Human,3,,,25.759203,-80.525841,19710323,19710323,,,19710323,25,19710323,,,,,Incomplete
230078,NPS,SERO,FLEVP,Everglades National Park,1971,1011,,OLD KENTUC,11,Human,3,,,25.593828,-80.541496,19710327,19710327,,,19710327,69,19710327,,,,,Incomplete
230079,NPS,SERO,FLEVP,Everglades National Park,1971,1012,,HAWK SITE,11,Human,3,,,,,19710327,19710327,,,19710327,320,19710327,,,,,Incomplete
230080,NPS,SERO,FLEVP,Everglades National Park,1971,1013,,COOPERTOWN,11,Human,3,,,25.787894,-80.543958,19710403,19710403,,,19710403,360,19710403,,,,,Incomplete
230081,NPS,SERO,FLEVP,Everglades National Park,1971,1014,,BAD LUCK F,11,Human,3,,,25.755862,-80.502867,19710408,19710408,,,19710408,1850,19710408,,,,,Incomplete
230082,NPS,SERO,FLEVP,Everglades National Park,1971,1015,,GOTCHA FIR,11,Human,3,,,25.719461,-80.566601,19710411,19710411,,,19710411,18500,19710411,,,,,Incomplete
230083,NPS,SERO,FLEVP,Everglades National Park,1971,1016,,TAMIAMI TR,11,Human,3,,,25.824367,-80.44212,19710430,19710430,,,19710430,31365,19710430,,,,,Incomplete
230084,NPS,SERO,FLEVP,Everglades National Park,1971,1017,,SCORCHED D,11,Human,3,,,25.392806,-80.68035,19710510,19710510,,,19710510,100,19710510,,,,,Incomplete
230085,NPS,SERO,FLEVP,Everglades National Park,1971,1018,,HAIR FAIR,11,Natural,3,,,25.400221,-80.779185,19710513,19710513,,,19710513,300,19710513,,,,,Incomplete
230086,NPS,SERO,FLEVP,Everglades National Park,1971,1019,,CAPE SABLE,49,Human,3,,,25.158094,-81.12698,19710608,19710608,,,19710608,240,19710608,,,,,Incomplete
230087,NPS,SERO,FLEVP,Everglades National Park,1971,1020,,BLOCK V,49,Human,3,,,,,19710728,19710728,,,19710728,17,19710728,,,,,Incomplete
230088,NPS,SERO,FLEVP,Everglades National Park,1971,1021,,BLOCKS V&X,49,Human,3,,,25.387508,-80.585409,19710818,19710818,,,19710818,62,19710818,,,,,Incomplete
230089,NPS,SERO,FLEVP,Everglades National Park,1971,1022,,ROADSIDE,49,Human,3,,,,,19710909,19710909,,,19710909,0.1,19710909,,,,,Incomplete
230090,NPS,SERO,FLEVP,Everglades National Park,1971,1023,,BLOCK C,49,Human,3,,,,,19710910,19710910,,,19710910,300,19710910,,,,,Incomplete
230091,NPS,SERO,FLEVP,Everglades National Park,1971,1024,,ROYAL PALM,49,Human,3,,,25.388936,-80.618135,19710924,19710924,,,19710924,50,19710924,,,,,Incomplete
230092,NPS,SERO,FLEVP,Everglades National Park,1971,1025,,BLOCK Q,49,Human,3,,,25.373716,-80.5963,19710927,19710927,,,19710927,690,19710927,,,,,Incomplete
230093,NPS,SERO,FLEVP,Everglades National Park,1971,1026,,WILDFIRE 1,11,Human,3,,,25.389412,-80.748875,19711001,19711001,,,19711001,2,19711001,,,,,Incomplete
230094,NPS,SERO,FLEVP,Everglades National Park,1971,1027,,WILDFIRE 2,11,Human,3,,,25.338104,-80.757959,19711001,19711001,,,19711001,250,19711001,,,,,Incomplete
230095,NPS,SERO,FLEVP,Everglades National Park,1971,1028,,SHARK VALL,49,Human,3,,,,,19711006,19711006,,,19711006,245,19711006,,,,,Incomplete
230096,NPS,SERO,FLEVP,Everglades National Park,1971,1029,,BLOCK A,49,Human,3,,,25.405679,-80.719614,19711007,19711007,,,19711007,2250,19711007,,,,,Incomplete
230097,NPS,SERO,FLEVP,Everglades National Park,1971,1030,,BLOCK Y,49,Human,3,,,25.393697,-80.575546,19711014,19711014,,,19711014,27,19711014,,,,,Incomplete
230098,NPS,SERO,FLEVP,Everglades National Park,1971,1031,,WILDFIRE 3,11,Human,3,,,,,19711020,19711020,,,19711020,250,19711020,,,,,Incomplete
230099,NPS,SERO,FLEVP,Everglades National Park,1971,1032,,PAYHAYOKEE,49,Human,3,,,25.432678,-80.789813,19711029,19711029,,,19711029,187,19711029,,,,,Incomplete
230100,NPS,SERO,FLEVP,Everglades National Park,1971,1033,,LPK CAMPGR,49,Human,3,,,25.400072,-80.657078,19711105,19711105,,,19711105,20,19711105,,,,,Incomplete
230101,NPS,SERO,FLEVP,Everglades National Park,1971,1034,,E BOUNDARY,49,Human,3,,,,,19711108,19711108,,,19711108,2530,19711108,,,,,Incomplete
230102,NPS,SERO,FLEVP,Everglades National Park,1971,1035,,BLOCKS R&S,49,Human,3,,,25.383634,-80.591472,19711111,19711111,,,19711111,32,19711111,,,,,Incomplete
230103,NPS,SERO,FLEVP,Everglades National Park,1971,1036,,BLOCK J,49,Human,3,,,25.40015,-80.626128,19711118,19711118,,,19711118,800,19711118,,,,,Incomplete
230104,NPS,SERO,FLEVP,Everglades National Park,1971,1037,,ROSIE,11,Human,3,,,25.385993,-80.6521,19711121,19711121,,,19711121,205,19711121,,,,,Incomplete
230105,NPS,SERO,FLEVP,Everglades National Park,1971,1038,,MISSILE BA,49,Human,3,,,,,19711124,19711124,,,19711124,15,19711124,,,,,Incomplete
230106,NPS,SERO,FLEVP,Everglades National Park,1971,1039,,FRAMBO TRA,11,Human,3,,,25.483507,-80.63889,19711127,19711127,,,19711127,300,19711127,,,,,Incomplete
230107,NPS,SERO,FLEVP,Everglades National Park,1971,1040,,L-67/L-31W,49,Human,3,,,,,19711207,19711207,,,19711207,1500,19711207,,,,,Incomplete
230108,NPS,SERO,FLEVP,Everglades National Park,1971,1041,,THE CHIEF,11,Human,3,,,25.369561,-80.719276,19711219,19711219,,,19711219,1200,19711219,,,,,Incomplete
230109,NPS,SERO,FLEVP,Everglades National Park,1971,1042,,xx NONE xx,11,Human,3,,,,,19710130,19710130,,,19710130,0.1,19710130,,,,,Incomplete
230110,NPS,SERO,FLEVP,Everglades National Park,1971,1043,,xx NONE xx,11,Human,3,,,,,19710205,19710205,,,19710205,0.1,19710205,,,,,Incomplete
230111,NPS,SERO,FLEVP,Everglades National Park,1971,1044,,xx NONE xx,11,Human,3,,,,,19710317,19710317,,,19710317,3,19710317,,,,,Incomplete
230112,NPS,SERO,FLEVP,Everglades National Park,1971,1045,,xx NONE xx,11,Human,3,,,,,19710426,19710426,,,19710426,1,19710426,,,,,Incomplete
230113,NPS,SERO,FLEVP,Everglades National Park,1971,1046,,xx NONE xx,11,Human,3,,,,,19710504,19710504,,,19710504,1,19710504,,,,,Incomplete
230114,NPS,SERO,FLEVP,Everglades National Park,1971,1047,,xx NONE xx,11,Human,3,,,,,19710518,19710518,,,19710518,1,19710518,,,,,Incomplete
230115,NPS,SERO,FLEVP,Everglades National Park,1971,1048,,xx NONE xx,11,Natural,3,,,,,19710603,19710603,,,19710603,9,19710603,,,,,Incomplete
230116,NPS,SERO,FLEVP,Everglades National Park,1971,1049,,xx NONE xx,11,Human,3,,,,,19711202,19711202,,,19711202,7,19711202,,,,,Incomplete
230117,NPS,SERO,FLEVP,Everglades National Park,1971,1055,,DOG LAKE,11,Natural,3,,,,,19710812,19710812,,,19710812,0.1,19710813,,,,,Incomplete
230118,NPS,SERO,FLEVP,Everglades National Park,1972,2001,,BIG JOHN,11,Human,3,,,25.53653,-80.571806,19720111,19720111,,,19720111,981,19720111,,,,,Incomplete
230119,NPS,SERO,FLEVP,Everglades National Park,1972,2002,,BIG JOHN 2,11,Human,3,,,25.523811,-80.582761,19720121,19720121,,,19720121,2600,19720121,,,,,Incomplete
230120,NPS,SERO,FLEVP,Everglades National Park,1972,2003,,PARK LINE,11,Human,3,,,25.387718,-80.745585,19720131,19720115,,,19720115,45,19720131,,,,,Incomplete
230121,NPS,SERO,FLEVP,Everglades National Park,1972,2004,,E BOUNDARY,49,Human,3,,,25.415023,-80.575339,19720211,19720211,,,19720211,44,19720211,,,,,Incomplete
230122,NPS,SERO,FLEVP,Everglades National Park,1972,2005,,BLOCKS T T,49,Human,3,,,25.382699,-80.592506,19720214,19720214,,,19720214,44,19720214,,,,,Incomplete
230123,NPS,SERO,FLEVP,Everglades National Park,1972,2006,,IRON GATE,11,Human,3,,,25.643271,-80.665928,19720219,19720219,,,19720219,370,19720219,,,,,Incomplete
230124,NPS,SERO,FLEVP,Everglades National Park,1972,2007,,PHANTOM,11,Human,3,,,25.38247,-80.767006,19720220,19720220,,,19720220,15260,19720220,,,,,Incomplete
230125,NPS,SERO,FLEVP,Everglades National Park,1972,2008,,SEVEN ELVN,11,Human,3,,,25.39217,-80.731304,19720226,19720226,,,19720226,575,19720226,,,,,Incomplete
230126,NPS,SERO,FLEVP,Everglades National Park,1972,2009,,W BOUNDARY,11,Human,3,,,25.724307,-80.965111,19720228,19720228,,,19720228,125,19720228,,,,,Incomplete
230127,NPS,SERO,FLEVP,Everglades National Park,1972,2010,,PA-HAY-OKE,11,Human,3,,,,,19720228,19720228,,,19720228,4,19720228,,,,,Incomplete
230128,NPS,SERO,FLEVP,Everglades National Park,1972,2011,,BLOCK G,49,Human,3,,,25.390967,-80.600143,19720301,19720301,,,19720301,627,19720301,,,,,Incomplete
230129,NPS,SERO,FLEVP,Everglades National Park,1972,2012,,FOREST SER,11,Human,3,,,25.651958,-80.522962,19720302,19720302,,,19720302,250,19720302,,,,,Incomplete
230130,NPS,SERO,FLEVP,Everglades National Park,1972,2013,,HAY STACK,11,Human,3,,,25.636327,-80.537379,19720304,19720304,,,19720304,20,19720304,,,,,Incomplete
230131,NPS,SERO,FLEVP,Everglades National Park,1972,2014,,PLUMMER,11,Human,3,,,,,19720313,19720313,,,19720313,8,19720313,,,,,Incomplete
230132,NPS,SERO,FLEVP,Everglades National Park,1972,2015,,CMP LONESM,11,Human,3,,,25.490679,-81.002286,19720318,19720318,,,19720318,20,19720318,,,,,Incomplete
230133,NPS,SERO,FLEVP,Everglades National Park,1972,2016,,BLOCKS N&O,49,Human,3,,,25.391833,-80.588271,19720320,19720320,,,19720320,40,19720320,,,,,Incomplete
230134,NPS,SERO,FLEVP,Everglades National Park,1972,2017,,IRON GRATE,11,Human,3,,,,,19720320,19720320,,,19720320,9,19720320,,,,,Incomplete
230135,NPS,SERO,FLEVP,Everglades National Park,1972,2018,,TRASH,11,Human,3,,,25.64622,-80.53295,19720328,19720328,,,19720328,390,19720328,,,,,Incomplete
230136,NPS,SERO,FLEVP,Everglades National Park,1972,2019,,HIGH NOON,11,Human,3,,,25.683715,-80.525992,19720329,19720329,,,19720329,2130,19720329,,,,,Incomplete
230137,NPS,SERO,FLEVP,Everglades National Park,1972,2020,,FARMLND IO,49,Human,3,,,25.379016,-80.620393,19720421,19720421,,,19720421,45,19720421,,,,,Incomplete
230138,NPS,SERO,FLEVP,Everglades National Park,1972,2021,,A PINE,49,Human,3,,,25.263233,-80.549898,19720503,19720503,,,19720503,7,19720503,,,,,Incomplete
230139,NPS,SERO,FLEVP,Everglades National Park,1972,2022,,A PINE,49,Human,3,,,25.157145,-81.124645,19720509,19720509,,,19720509,5,19720509,,,,,Incomplete
230140,NPS,SERO,FLEVP,Everglades National Park,1972,2023,,A PINE,49,Human,3,,,25.263119,-80.465322,19720517,19720517,,,19720517,2,19720517,,,,,Incomplete
230141,NPS,SERO,FLEVP,Everglades National Park,1972,2024,,A PINE,49,Human,3,,,25.492529,-81.165101,19720518,19720518,,,19720518,5,19720518,,,,,Incomplete
230142,NPS,SERO,FLEVP,Everglades National Park,1972,2025,,LEAPNG LAW,11,Natural,3,,,25.43678,-80.953026,19720615,19720615,,,19720615,61,19720615,,,,,Incomplete
230143,NPS,SERO,FLEVP,Everglades National Park,1972,2026,,BLOCK SI,49,Human,3,,,25.380878,-80.588262,19720921,19720921,,,19720921,11,19720921,,,,,Incomplete
230144,NPS,SERO,FLEVP,Everglades National Park,1972,2027,,BLCK T III,49,Human,3,,,25.379885,-80.592383,19720929,19720929,,,19720929,15,19720929,,,,,Incomplete
230145,NPS,SERO,FLEVP,Everglades National Park,1972,2028,,BLCK G TAY,49,Human,3,,,25.380962,-80.598975,19721006,19721006,,,19721006,65,19721006,,,,,Incomplete
230146,NPS,SERO,FLEVP,Everglades National Park,1972,2029,,BLOCK T II,49,Human,3,,,,,19721009,19721009,,,19721009,25,19721009,,,,,Incomplete
230147,NPS,SERO,FLEVP,Everglades National Park,1972,2030,,BLOCK Y,49,Human,3,,,25.383544,-80.592147,19721010,19721010,,,19721010,37,19721010,,,,,Incomplete
230148,NPS,SERO,FLEVP,Everglades National Park,1972,2031,,BLOCK K,49,Human,3,,,25.39479,-80.585349,19721011,19721011,,,19721011,5,19721011,,,,,Incomplete
230149,NPS,SERO,FLEVP,Everglades National Park,1972,2032,,MDL 1/3 SV,49,Human,3,,,,,19721015,19721015,,,19721015,0.1,19721015,,,,,Incomplete
230150,NPS,SERO,FLEVP,Everglades National Park,1972,2033,,BLOCK M,49,Human,3,,,25.397957,-80.57655,19721027,19721027,,,19721027,20,19721027,,,,,Incomplete
230151,NPS,SERO,FLEVP,Everglades National Park,1972,2034,,BLCK G TAY,49,Human,3,,,25.39446,-80.61334,19721101,19721101,,,19721101,215,19721101,,,,,Incomplete
230152,NPS,SERO,FLEVP,Everglades National Park,1972,2035,,HEADWTR MA,49,Human,3,,,25.547818,-81.017802,19721102,19721102,,,19721102,400,19721102,,,,,Incomplete
230153,NPS,SERO,FLEVP,Everglades National Park,1972,2036,,END OF L67,49,Human,3,,,25.64384,-80.679268,19721103,19721103,,,19721103,225,19721103,,,,,Incomplete
230154,NPS,SERO,FLEVP,Everglades National Park,1972,2037,,BLOCK H,49,Human,3,,,25.405149,-80.639233,19721116,19721116,,,19721116,750,19721116,,,,,Incomplete
230155,NPS,SERO,FLEVP,Everglades National Park,1972,2038,,BLOCK P,49,Human,3,,,25.384658,-80.59457,19721201,19721201,,,19721201,4,19721201,,,,,Incomplete
230156,NPS,SERO,FLEVP,Everglades National Park,1972,2039,,BLOCK B,49,Human,3,,,25.414162,-80.706965,19721207,19721207,,,19721207,1300,19721207,,,,,Incomplete
230157,NPS,SERO,FLEVP,Everglades National Park,1972,2040,,BLOCK S II,49,Human,3,,,25.38168,-80.591171,19721210,19721210,,,19721210,6,19721210,,,,,Incomplete
230158,NPS,SERO,FLEVP,Everglades National Park,1972,2041,,FOX LAKE,49,Human,3,,,25.194264,-81.030329,19721213,19721213,,,19721213,12,19721213,,,,,Incomplete
230159,NPS,SERO,FLEVP,Everglades National Park,1972,2042,,BLOCK K,49,Human,3,,,25.394385,-80.587539,19721220,19721220,,,19721220,3,19721220,,,,,Incomplete
230160,NPS,SERO,FLEVP,Everglades National Park,1972,2043,,L-67 CANAL,11,Natural,3,,,,,19720528,19720528,,,19720528,33,19720528,,,,,Incomplete
230161,NPS,SERO,FLEVP,Everglades National Park,1972,2044,,L-67,11,Natural,3,,,,,19720528,19720528,,,19720528,22,19720528,,,,,Incomplete
230162,NPS,SERO,FLEVP,Everglades National Park,1972,2045,,L-67,11,Natural,3,,,,,19720528,19720528,,,19720528,17,19720528,,,,,Incomplete
230163,NPS,SERO,FLEVP,Everglades National Park,1972,2046,,L-67,11,Natural,3,,,,,19720528,19720528,,,19720528,75,19720528,,,,,Incomplete
230164,NPS,SERO,FLEVP,Everglades National Park,1972,2047,,ROGERS RVR,11,Natural,3,,,,,19720613,19720613,,,19720613,28,19720613,,,,,Incomplete
230165,NPS,SERO,FLEVP,Everglades National Park,1972,2048,,W BOUNDARY,11,Natural,3,,,,,19720614,19720614,,,19720614,39,19720614,,,,,Incomplete
230166,NPS,SERO,FLEVP,Everglades National Park,1972,2049,,N OF HQ,11,Natural,3,,,,,19720703,19720703,,,19720703,1,19720703,,,,,Incomplete
230167,NPS,SERO,FLEVP,Everglades National Park,1972,2050,,CYPRESS,11,Natural,3,,,,,19720630,19720630,,,19720630,1,19720630,,,,,Incomplete
230168,NPS,SERO,FLEVP,Everglades National Park,1972,2051,,NW OF BK H,11,Natural,3,,,,,19720630,19720630,,,19720630,1,19720630,,,,,Incomplete
230169,NPS,SERO,FLEVP,Everglades National Park,1972,2052,,OTTER CRK,11,Natural,3,,,,,19720706,19720706,,,19720706,330,19720706,,,,,Incomplete
230170,NPS,SERO,FLEVP,Everglades National Park,1972,2053,,RODGERS RI,11,Natural,3,,,,,19720706,19720706,,,19720706,110,19720706,,,,,Incomplete
230171,NPS,SERO,FLEVP,Everglades National Park,1972,2054,,NO NAME,11,Natural,3,,,,,19720706,19720706,,,19720706,15,19720706,,,,,Incomplete
230172,NPS,SERO,FLEVP,Everglades National Park,1972,2055,,BLOCK H,11,Natural,3,,,,,19720711,19720711,,,19720711,1,19720711,,,,,Incomplete
230173,NPS,SERO,FLEVP,Everglades National Park,1972,2056,,BLOCK I,11,Natural,3,,,,,19720712,19720712,,,19720712,1,19720712,,,,,Incomplete
230174,NPS,SERO,FLEVP,Everglades National Park,1972,2057,,E OF 12L,11,Natural,3,,,,,19720706,19720706,,,19720706,1,19720706,,,,,Incomplete
230175,NPS,SERO,FLEVP,Everglades National Park,1972,2058,,10 MILE CO,11,Natural,3,,,,,19720817,19720817,,,19720817,4,19720817,,,,,Incomplete
230176,NPS,SERO,FLEVP,Everglades National Park,1972,2059,,E BOUNDARY,11,Natural,3,,,,,19720817,19720817,,,19720817,3,19720817,,,,,Incomplete
230177,NPS,SERO,FLEVP,Everglades National Park,1972,2060,,E BNDRY 2,11,Natural,3,,,,,19720817,19720817,,,19720817,100,19720817,,,,,Incomplete
230178,NPS,SERO,FLEVP,Everglades National Park,1972,2061,,11 MI RD,11,Natural,3,,,,,19720819,19720819,,,19720819,25,19720819,,,,,Incomplete
230179,NPS,SERO,FLEVP,Everglades National Park,1972,2062,,HOLE-IN-BO,11,Natural,3,,,,,19720915,19720915,,,19720915,50,19720915,,,,,Incomplete
230180,NPS,SERO,FLEVP,Everglades National Park,1972,2063,,INGRAHAM H,11,Natural,3,,,,,19720915,19720915,,,19720915,175,19720915,,,,,Incomplete
230181,NPS,SERO,FLEVP,Everglades National Park,1972,2064,,9-MILE PND,11,Natural,3,,,,,19720922,19720922,,,19720922,62,19720922,,,,,Incomplete
230182,NPS,SERO,FLEVP,Everglades National Park,1972,2065,,W LAKE,11,Natural,3,,,,,19720922,19720922,,,19720922,44,19720922,,,,,Incomplete
230183,NPS,SERO,FLEVP,Everglades National Park,1972,2066,,W OF SV TO,11,Natural,3,,,,,19720923,19720923,,,19720923,40,19720923,,,,,Incomplete
230184,NPS,SERO,FLEVP,Everglades National Park,1972,2067,,4 MI S 22L,11,Natural,3,,,,,19720913,19720913,,,19720913,21,19720913,,,,,Incomplete
230185,NPS,SERO,FLEVP,Everglades National Park,1972,2068,,INDIAN CMP,11,Natural,3,,,,,19721110,19721110,,,19721110,100,19721110,,,,,Incomplete
230186,NPS,SERO,FLEVP,Everglades National Park,1972,2069,,W BOUNDARY,11,Human,3,,,,,19721118,19721118,,,19721118,100,19721118,,,,,Incomplete
230187,NPS,SERO,FLEVP,Everglades National Park,1972,2070,,N OF MPR,11,Natural,3,,,,,19720801,19720801,,,19720801,1,19720801,,,,,Incomplete
230188,NPS,SERO,FLEVP,Everglades National Park,1972,2071,,LPK C'GRND,11,Natural,3,,,,,19720801,19720801,,,19720801,1,19720801,,,,,Incomplete
230189,NPS,SERO,FLEVP,Everglades National Park,1972,2072,,PINE BLKS,11,Natural,3,,,,,19720801,19720801,,,19720801,1,19720801,,,,,Incomplete
230190,NPS,SERO,FLEVP,Everglades National Park,1972,2073,,PINE BLCKS,11,Natural,3,,,,,19720901,19720901,,,19720901,1,19720901,,,,,Incomplete
230191,NPS,SERO,FLEVP,Everglades National Park,1972,2074,,xx NONE xx,11,Human,3,,,,,19721118,19721118,,,19721118,100,19721118,,,,,Incomplete
230192,NPS,SERO,FLEVP,Everglades National Park,1973,3001,,S COUNCIL,11,Human,3,,,25.557436,-80.573518,19730313,19730313,,,19730313,110,19730313,,,,,Incomplete
230193,NPS,SERO,FLEVP,Everglades National Park,1973,3002,,A PINE,49,Human,3,,,,,19730314,19730314,,,19730314,15,19730314,,,,,Incomplete
230194,NPS,SERO,FLEVP,Everglades National Park,1973,3003,,MISSILE BA,49,Human,3,,,25.387498,-80.684793,19730315,19730315,,,19730315,5,19730315,,,,,Incomplete
230195,NPS,SERO,FLEVP,Everglades National Park,1973,3004,,W BOUNDARY,49,Human,3,,,25.596687,-80.89277,19730318,19730318,,,19730318,6832,19730318,,,,,Incomplete
230196,NPS,SERO,FLEVP,Everglades National Park,1973,3005,,GRASSMAN A,11,Human,3,,,25.614273,-80.562012,19730319,19730319,,,19730319,800,19730319,,,,,Incomplete
230197,NPS,SERO,FLEVP,Everglades National Park,1973,3006,,ROYAL PALM,49,Human,3,,,25.387512,-80.618967,19730319,19730319,,,19730319,12,19730319,,,,,Incomplete
230198,NPS,SERO,FLEVP,Everglades National Park,1973,3007,,MISSILE BA,49,Human,3,,,25.374139,-80.682842,19730329,19730329,,,19730329,200,19730329,,,,,Incomplete
230199,NPS,SERO,FLEVP,Everglades National Park,1973,3008,,S OF DONUT,11,Human,3,,,25.34556,-80.670139,19730330,19730330,,,19730330,2900,19730330,,,,,Incomplete
230200,NPS,SERO,FLEVP,Everglades National Park,1973,3009,,MISSILE BA,49,Human,3,,,25.388502,-80.680469,19730405,19730405,,,19730405,25,19730405,,,,,Incomplete
230201,NPS,SERO,FLEVP,Everglades National Park,1973,3010,,MISSILE BA,49,Human,3,,,25.385464,-80.670913,19730411,19730411,,,19730411,94.5,19730411,,,,,Incomplete
230202,NPS,SERO,FLEVP,Everglades National Park,1973,3011,,SHARK VLY,49,Human,3,,,25.667691,-80.763291,19730417,19730417,,,19730417,35,19730417,,,,,Incomplete
230203,NPS,SERO,FLEVP,Everglades National Park,1973,3012,,FLAMINGO 1,49,Human,3,,,25.146821,-80.92338,19730423,19730423,,,19730423,15,19730423,,,,,Incomplete
230204,NPS,SERO,FLEVP,Everglades National Park,1973,3013,,SG #96,49,Human,3,,,25.615564,-80.757959,19730425,19730425,,,19730425,2,19730425,,,,,Incomplete
230205,NPS,SERO,FLEVP,Everglades National Park,1973,3014,,FLAMINGO 2,49,Human,3,,,25.146977,-80.923157,19730502,19730502,,,19730502,5,19730502,,,,,Incomplete
230206,NPS,SERO,FLEVP,Everglades National Park,1973,3015,,COUNCIL RD,11,Human,3,,,25.673238,-80.630981,19730506,19730506,,,19730506,1000,19730506,,,,,Incomplete
230207,NPS,SERO,FLEVP,Everglades National Park,1973,3016,,A PINE,48,Human,3,,,24.877833,-80.677027,19730507,19730507,,,19730507,10,19730507,,,,,Incomplete
230208,NPS,SERO,FLEVP,Everglades National Park,1973,3017,,COUNTY LIN,11,Human,3,,,25.737484,-80.873337,19730512,19730512,,,19730512,1500,19730512,,,,,Incomplete
230209,NPS,SERO,FLEVP,Everglades National Park,1973,3018,,COOPERTOWN,11,Human,3,,,25.699694,-80.592612,19730514,19730514,,,19730613,42817,19730614,,,,,Incomplete
230210,NPS,SERO,FLEVP,Everglades National Park,1973,3019,,JOHN WILLI,11,Human,3,,,25.753256,-80.840034,19730522,19730522,,,19730522,70,19730522,,,,,Incomplete
230211,NPS,SERO,FLEVP,Everglades National Park,1973,3020,,A PINE,49,Human,3,,,25.490516,-81.192246,19730529,19730529,,,19730529,35,19730529,,,,,Incomplete
230212,NPS,SERO,FLEVP,Everglades National Park,1973,3021,,TAYLOR SLO,11,Natural,3,,,25.295197,-80.644563,19730607,19730607,,,19730607,16,19730607,,,,,Incomplete
230213,NPS,SERO,FLEVP,Everglades National Park,1973,3022,,CATTAIL LK,11,Natural,3,,,25.201249,-81.078036,19730614,19730614,,,19730614,22,19730614,,,,,Incomplete
230214,NPS,SERO,FLEVP,Everglades National Park,1973,3023,,S COUNCIL,11,Human,3,,,25.575565,-80.584916,19730612,19730612,,,19730612,3187,19730612,,,,,Incomplete
230215,NPS,SERO,FLEVP,Everglades National Park,1973,3024,,SHARK VLY,11,Natural,3,,,25.644514,-80.767631,19730707,19730707,,,19730707,0.1,19730707,,,,,Incomplete
230216,NPS,SERO,FLEVP,Everglades National Park,1973,3025,,HELLS BAY,11,Natural,3,,,25.221064,-80.851112,19730710,19730710,,,19730710,22,19730710,,,,,Incomplete
230217,NPS,SERO,FLEVP,Everglades National Park,1973,3026,,L-67 NO 1,11,Natural,3,,,25.757961,-80.683258,19730711,19730711,,,19730711,38,19730711,,,,,Incomplete
230218,NPS,SERO,FLEVP,Everglades National Park,1973,3027,,L-67 NO 2,11,Natural,3,,,25.732365,-80.676565,19730714,19730714,,,19730714,17,19730714,,,,,Incomplete
230219,NPS,SERO,FLEVP,Everglades National Park,1973,3028,,LOSTMANS S,11,Natural,3,,,25.520348,-81.169542,19730719,19730719,,,19730719,104,19730719,,,,,Incomplete
230220,NPS,SERO,FLEVP,Everglades National Park,1973,3029,,RODGERS RI,11,Natural,3,,,25.500601,-81.104965,19730719,19730719,,,19730719,311,19730719,,,,,Incomplete
230221,NPS,SERO,FLEVP,Everglades National Park,1973,3030,,BROAD RIVE,11,Natural,3,,,25.480295,-81.127736,19730726,19730726,,,19730726,38,19730726,,,,,Incomplete
230222,NPS,SERO,FLEVP,Everglades National Park,1973,3031,,CLEARWATER,11,Natural,3,,,25.638548,-80.893107,19730806,19730806,,,19730806,350,19730806,,,,,Incomplete
230223,NPS,SERO,FLEVP,Everglades National Park,1973,3032,,HEADWATER,49,Human,3,,,25.422716,-80.925213,19730819,19730819,,,19730819,50,19730819,,,,,Incomplete
230224,NPS,SERO,FLEVP,Everglades National Park,1973,3033,,HORSE FLY,11,Natural,3,,,25.58394,-80.921977,19731009,19731009,,,19731009,82,19731009,,,,,Incomplete
230225,NPS,SERO,FLEVP,Everglades National Park,1973,3034,,A PINE,49,Human,3,,,25.16517,-80.589073,19731010,19731010,,,19731010,0.1,19731010,,,,,Incomplete
